name,headquarters_city,headquarters_state,latitude,longitude
PVH,New York,NY,40.7127281,-74.0060152
Mosaic,Plymouth,MN,50.3714122,-4.1424451
Advance Auto Parts,Raleigh,NC,35.7803977,-78.6390989
Altice USA,Long Island City,NY,40.7415095,-73.9569751
Hormel Foods,Austin,MN,30.2711286,-97.7436995
O'Reilly Automotive,Springfield,MO,39.7990175,-89.6439575
Calpine,Houston,TX,29.7589382,-95.3676974
Hertz Global Holdings,Estero,FL,26.4381474,-81.8067537
First Data,New York,NY,40.7127281,-74.0060152
Pioneer Natural Resources,Irving,TX,32.8295183,-96.9442177
Coty,New York,NY,40.7127281,-74.0060152
AGCO,Duluth,GA,46.7729322,-92.1251218
Mutual of Omaha Insurance,Omaha,NE,41.2587459,-95.9383758
Vistra Energy,Irving,TX,32.8295183,-96.9442177
Avis Budget Group,Parsippany,NJ,40.8578772,-74.4259866
Adobe,San Jose,CA,37.3361663,-121.890591
Peter Kiewit Sons',Omaha,NE,41.2587459,-95.9383758
News Corp.,New York,NY,40.7127281,-74.0060152
Brighthouse Financial,Charlotte,NC,35.2272086,-80.8430827
Voya Financial,New York,NY,40.7127281,-74.0060152
Air Products & Chemicals,Allentown,PA,40.6022059,-75.4712794
Hilton Worldwide Holdings,McLean,VA,40.4631789,-88.8196613
GameStop,Grapevine,TX,32.9337381,-97.0788754
Veritiv,Atlanta,GA,33.7489924,-84.3902644
Williams,Tulsa,OK,36.1563122,-95.9927516
Campbell Soup,Camden,NJ,39.9448402,-75.1198911
Rockwell Collins,West Palm Beach,FL,26.715364,-80.0532942
Thrivent Financial for Lutherans,Minneapolis,MN,44.9772995,-93.2654692
Westlake Chemical,Houston,TX,29.7589382,-95.3676974
Univar,Downers Grove,IL,41.7936822,-88.0102281
J.B. Hunt Transport Services,Lowell,AR,42.6414437,-71.3085329
Frontier Communications,Norwalk,CT,41.1175966,-73.4078968
Jones Financial (Edward Jones),Des Peres,MO,38.6049811,-90.4426837
National Oilwell Varco,Houston,TX,29.7589382,-95.3676974
Eversource Energy,Springfield,MA,39.7990175,-89.6439575
Dick's Sporting Goods,Coraopolis,PA,40.5184013,-80.1667247
Genworth Financial,Richmond,VA,37.5385087,-77.43428
Fidelity National Information Services,Jacksonville,FL,30.3321838,-81.655651
Yum China Holdings,Plano,TX,33.0136764,-96.6925096
Ryder System,Miami,FL,25.7741728,-80.19362
Anixter International,Glenview,IL,38.3084193,-85.6505526
Caesars Entertainment,Las Vegas,NV,36.1672559,-115.148516
Masco,Livonia,MI,42.36837,-83.3527097
Thor Industries,Elkhart,IN,41.6012796,-85.8590603
Alaska Air Group,Seattle,WA,47.6038321,-122.330062
Amphenol,Wallingford,CT,51.5982905,-1.1252511
WESCO International,Pittsburgh,PA,40.4416941,-79.9900861
Huntington Ingalls Industries,Newport News,VA,37.0914429,-76.5213892
Jefferies Financial Group,New York,NY,40.7127281,-74.0060152
Dana,Maumee,OH,41.5628294,-83.6538244
Expeditors Intl. of Washington,Seattle,WA,47.6038321,-122.330062
EMCOR Group,Norwalk,CT,41.1175966,-73.4078968
Darden Restaurants,Orlando,FL,28.5421109,-81.3790304
SpartanNash,Byron Center,MI,42.81928795,-85.72791602
Assurant,New York,NY,40.7127281,-74.0060152
United Rentals,Stamford,CT,41.0534302,-73.5387341
Liberty Media,Englewood,CO,39.6482059,-104.9879641
Erie Insurance Group,Erie,PA,42.1294712,-80.0852695
Auto-Owners Insurance,Lansing,MI,42.7337712,-84.5553805
Cheniere Energy,Houston,TX,29.7589382,-95.3676974
Fifth Third Bancorp,Cincinnati,OH,39.1014537,-84.5124602
Foot Locker,New York,NY,40.7127281,-74.0060152
Conagra Brands,Chicago,IL,41.8755616,-87.6244212
Zimmer Biomet Holdings,Warsaw,IN,52.2319581,21.0067249
Tractor Supply,Brentwood,TN,37.9317766,-121.696026
Berry Global Group,Evansville,IN,37.970495,-87.5715641
Alliance Data Systems,Plano,TX,33.0136764,-96.6925096
Hershey,Hershey,PA,40.2854881,-76.6506001
PPL,Allentown,PA,40.6022059,-75.4712794
Dean Foods,Dallas,TX,32.7762719,-96.7968559
Builders FirstSource,Dallas,TX,32.7762719,-96.7968559
Oshkosh,Oshkosh,WI,44.0206919,-88.5408574
EnLink Midstream,Dallas,TX,32.7762719,-96.7968559
W.R. Berkley,Greenwich,CT,51.46862565,0.048830573
WEC Energy Group,Milwaukee,WI,43.0349931,-87.922497
JetBlue Airways,Long Island City,NY,40.7415095,-73.9569751
UGI,King of Prussia,PA,40.0908111,-75.3832484
A-Mark Precious Metals,El Segundo,CA,33.917028,-118.4156337
Fidelity National Financial,Jacksonville,FL,30.3321838,-81.655651
Constellation Brands,Victor,NY,41.7313887,-92.2979429
Quest Diagnostics,Secaucus,NJ,40.7899291,-74.0566735
Activision Blizzard,Santa Monica,CA,34.0194704,-118.491227
Weyerhaeuser,Seattle,WA,47.6038321,-122.330062
Raymond James Financial,St. Petersburg,FL,59.9606739,30.1586551
Casey's General Stores,Ankeny,IA,41.7320796,-93.605092
Keurig Dr Pepper,Burlington,MA,44.4761601,-73.212906
American Tower,Boston,MA,42.3554334,-71.060511
Apache,Houston,TX,29.7589382,-95.3676974
Dover,Downers Grove,IL,41.7936822,-88.0102281
KeyCorp,Cleveland,OH,41.4996574,-81.6936772
J.M. Smucker,Orrville,OH,32.3062505,-87.2455492
Citizens Financial Group,Providence,RI,41.8239891,-71.4128343
Motorola Solutions,Chicago,IL,41.8755616,-87.6244212
Magellan Health,Scottsdale,AZ,33.4942189,-111.926018
American Axle & Manufacturing,Detroit,MI,42.3315509,-83.0466403
Newmont Goldcorp,Greenwood Village,CO,39.6172101,-104.950814
Spirit AeroSystems Holdings,Wichita,KS,37.6922361,-97.3375448
Western & Southern Financial Group,Cincinnati,OH,39.1014537,-84.5124602
Fortive,Everett,WA,47.9793437,-122.2127011
Graybar Electric,St. Louis,MO,38.6280278,-90.1910154
NVR,Reston,VA,38.9583737,-77.3579805
Avery Dennison,Glendale,CA,34.1469416,-118.2478471
Celanese,Irving,TX,32.8295183,-96.9442177
American Financial Group,Cincinnati,OH,39.1014537,-84.5124602
Toll Brothers,Horsham,PA,51.0630273,-0.3295028
Sanmina,San Jose,CA,37.3361663,-121.890591
Insight Enterprises,Tempe,AZ,33.4255117,-111.940016
Owens Corning,Toledo,OH,39.8560679,-4.0239568
Packaging Corp. of America,Lake Forest,IL,42.2586461,-87.8407055
TravelCenters of America,Westlake,OH,32.991226,-97.1943701
Olin,Clayton,MO,33.5204959,-84.3591713
Arthur J. Gallagher,Rolling Meadows,IL,42.0841936,-88.0131275
MasTec,Coral Gables,FL,25.7331105,-80.2585107
Alleghany,New York,NY,40.7127281,-74.0060152
Owens-Illinois,Perrysburg,OH,41.5571178,-83.6279321
Asbury Automotive Group,Duluth,GA,46.7729322,-92.1251218
CMS Energy,Jackson,MI,32.2998686,-90.1830408
Markel,Glen Allen,VA,37.316934,-90.02781236
Blackstone Group,New York,NY,40.7127281,-74.0060152
AK Steel Holding,West Chester,OH,39.9597213,-75.6059638
Hanesbrands,Winston-Salem,NC,36.0998131,-80.2440518
R.R. Donnelley & Sons,Chicago,IL,41.8755616,-87.6244212
Wayfair,Boston,MA,42.3554334,-71.060511
Regions Financial,Birmingham,AL,52.4796992,-1.9026911
Wynn Resorts,Las Vegas,NV,36.1672559,-115.148516
Ulta Beauty,Bolingbrook,IL,41.7003302,-88.0717708
Regeneron Pharmaceuticals,Tarrytown,NY,41.0762077,-73.8587461
Burlington Stores,Burlington,NJ,44.4761601,-73.212906
Rockwell Automation,Milwaukee,WI,43.0349931,-87.922497
Northern Trust,Chicago,IL,41.8755616,-87.6244212
Chemours,Wilmington,DE,39.7459468,-75.546589
Seaboard,Merriam,KS,39.0168058,-94.689947
Marathon Oil,Houston,TX,29.7589382,-95.3676974
Ascena Retail Group,Mahwah,NJ,41.0887072,-74.1437552
Dillard's,Little Rock,AR,34.7465071,-92.2896267
Cintas,Cincinnati,OH,39.1014537,-84.5124602
Advanced Micro Devices,Santa Clara,CA,37.2333253,-121.6846349
Hess,New York,NY,40.7127281,-74.0060152
M&T Bank Corp.,Buffalo,NY,37.7097669,-95.6974822
ABM Industries,New York,NY,40.7127281,-74.0060152
Beacon Roofing Supply,Herndon,VA,39.909726,-100.785153
NCR,Atlanta,GA,33.7489924,-84.3902644
iHeartMedia,San Antonio,TX,29.4246002,-98.4951405
Franklin Resources,San Mateo,CA,37.496904,-122.3330573
Ameren,St. Louis,MO,38.6280278,-90.1910154
Intercontinental Exchange,Atlanta,GA,33.7489924,-84.3902644
S&P Global,New York,NY,40.7127281,-74.0060152
Post Holdings,St. Louis,MO,38.6280278,-90.1910154
Analog Devices,Norwood,MA,40.7055931,-89.6987129
Ralph Lauren,New York,NY,40.7127281,-74.0060152
L3Harris Technologies,Melbourne,FL,-37.8142454,144.9631732
Booz Allen Hamilton,McLean,VA,40.4631789,-88.8196613
Polaris Industries,Medina,MN,46.8250388,103.8499736
Clorox,Oakland,CA,37.8044557,-122.271356
Realogy Holdings,Madison,NJ,43.074761,-89.3837613
HD Supply Holdings,Atlanta,GA,33.7489924,-84.3902644
Graphic Packaging Holding,Atlanta,GA,33.7489924,-84.3902644
Old Republic International,Chicago,IL,41.8755616,-87.6244212
Intuit,Mountain View,CA,37.3893889,-122.0832101
NetApp,Sunnyvale,CA,37.3688301,-122.036349
Tapestry,New York,NY,40.7127281,-74.0060152
ON Semiconductor,Phoenix,AZ,40.3936294,47.7872508
Ingredion,Westchester,IL,41.1763139,-73.7907554
Zoetis,Parsippany,NJ,40.8578772,-74.4259866
Fiserv,Brookfield,WI,41.8228378,-87.848085
TreeHouse Foods,Oak Brook,IL,41.8328085,-87.9289504
Robert Half International,Menlo Park,CA,37.4519671,-122.177992
First American Financial,Santa Ana,CA,33.7494951,-117.8732213
Harley-Davidson,Milwaukee,WI,43.0349931,-87.922497
Windstream Holdings,Little Rock,AR,34.7465071,-92.2896267
Yum Brands,Louisville,KY,38.2542376,-85.759407
Williams-Sonoma,San Francisco,CA,37.7790262,-122.419906
Simon Property Group,Indianapolis,IN,39.7683331,-86.1583502
Navient,Wilmington,DE,39.7459468,-75.546589
Western Union,Denver,CO,39.7392364,-104.984862
Peabody Energy,St. Louis,MO,38.6280278,-90.1910154
Levi Strauss,San Francisco,CA,37.7790262,-122.419906
Walmart,Bentonville,AR,36.3728538,-94.2088172
Amazon,Seattle,WA,47.6038321,-122.330062
Exxon Mobil,Irving,TX,32.8295183,-96.9442177
Apple,Cupertino,CA,37.3228934,-122.0322895
CVS Health,Woonsocket,RI,42.0028761,-71.5147839
Berkshire Hathaway,Omaha,NE,41.2587459,-95.9383758
UnitedHealth Group,Minnetonka,MN,44.9405086,-93.4638936
McKesson,Irving,TX,32.8295183,-96.9442177
AT&T,Dallas,TX,32.7762719,-96.7968559
AmerisourceBergen,Chesterbrook,PA,40.0756627,-75.4590816
Alphabet,Mountain View,CA,37.3893889,-122.0832101
Ford Motor,Dearborn,MI,42.3222599,-83.1763145
Cigna,Bloomfield,CT,40.7510398,-92.4143872
Costco Wholesale,Issaquah,WA,47.5348778,-122.0432974
Chevron,San Ramon,CA,37.7648021,-121.9544387
Cardinal Health,Dublin,OH,53.3493795,-6.2605593
JPMorgan Chase,New York,NY,40.7127281,-74.0060152
General Motors,Detroit,MI,42.3315509,-83.0466403
Walgreens Boots Alliance,Deerfield,IL,42.1711365,-87.8445119
Verizon Communications,New York,NY,40.7127281,-74.0060152
Microsoft,Redmond,WA,47.6694141,-122.1238767
Marathon Petroleum,Findlay,OH,41.0413873,-83.6503982
Kroger,Cincinnati,OH,39.1014537,-84.5124602
Fannie Mae,Washington,DC,38.8950368,-77.0365427
Bank of America,Charlotte,NC,35.2272086,-80.8430827
Home Depot,Atlanta,GA,33.7489924,-84.3902644
Phillips 66,Houston,TX,29.7589382,-95.3676974
Comcast,Philadelphia,PA,39.9527237,-75.1635262
Elevance Health,Indianapolis,IN,39.7683331,-86.1583502
Wells Fargo,San Francisco,CA,37.7790262,-122.419906
Citigroup,New York,NY,40.7127281,-74.0060152
Valero Energy,San Antonio,TX,29.4246002,-98.4951405
General Electric,Boston,MA,42.3554334,-71.060511
Dell Technologies,Round Rock,TX,30.5085915,-97.6788056
Johnson & Johnson,New Brunswick,NJ,46.500283,-66.750183
State Farm Insurance,Bloomington,IL,39.1670396,-86.5342881
Target,Minneapolis,MN,44.9772995,-93.2654692
IBM,Armonk,NY,41.1264847,-73.7139777
Raytheon Technologies,Waltham,MA,42.3756401,-71.2358004
Boeing,Chicago,IL,41.8755616,-87.6244212
Freddie Mac,McLean,VA,40.4631789,-88.8196613
Centene,St. Louis,MO,38.6280278,-90.1910154
UPS,Atlanta,GA,33.7489924,-84.3902644
Lowe's,Mooresville,NC,35.5848596,-80.8100724
Intel,Santa Clara,CA,37.2333253,-121.6846349
Meta Platforms,Menlo Park,CA,37.4519671,-122.177992
FedEx,Memphis,TN,35.1460249,-90.0517638
MetLife,New York,NY,40.7127281,-74.0060152
Walt Disney,Burbank,CA,34.1812089,-118.307201
Procter & Gamble,Cincinnati,OH,39.1014537,-84.5124602
PepsiCo,Purchase,NY,41.0409305,-73.7145746
Humana,Louisville,KY,38.2542376,-85.759407
Prudential Financial,Newark,NJ,40.735657,-74.1723667
Archer Daniels Midland,Chicago,IL,41.8755616,-87.6244212
Albertsons,Boise,ID,43.6008183,-116.2421086
Sysco,Houston,TX,29.7589382,-95.3676974
Lockheed Martin,Bethesda,MD,38.9846816,-77.0942447
HP,Palo Alto,CA,37.4443293,-122.1598465
Energy Transfer,Dallas,TX,32.7762719,-96.7968559
Goldman Sachs Group,New York,NY,40.7127281,-74.0060152
Morgan Stanley,New York,NY,40.7127281,-74.0060152
Caterpillar,Deerfield,IL,42.1711365,-87.8445119
Cisco Systems,San Jose,CA,37.3361663,-121.890591
Pfizer,New York,NY,40.7127281,-74.0060152
HCA Healthcare,Nashville,TN,36.1622767,-86.7742984
AIG,New York,NY,40.7127281,-74.0060152
American Express,New York,NY,40.7127281,-74.0060152
Delta Air Lines,Atlanta,GA,33.7489924,-84.3902644
Merck,Kenilworth,NJ,42.0894728,-87.7149295
American Airlines Group,Fort Worth,TX,32.753177,-97.3327459
Charter Communications,Stamford,CT,41.0534302,-73.5387341
Allstate,Northbrook,IL,42.128704,-87.8265089
New York Life Insurance,New York,NY,40.7127281,-74.0060152
Nationwide,Columbus,OH,39.9622601,-83.0007065
Best Buy,Richfield,MN,44.8766431,-93.2877877
United Airlines Holdings,Chicago,IL,41.8755616,-87.6244212
Liberty Mutual Insurance Group,Boston,MA,42.3554334,-71.060511
Dow,Midland,MI,31.83688,-102.0103767
Tyson Foods,Springdale,AR,36.1867442,-94.1288142
TJX,Framingham,MA,42.2773177,-71.4165905
TIAA,New York,NY,40.7127281,-74.0060152
Oracle,Redwood City,CA,37.4863239,-122.232523
General Dynamics,Reston,VA,38.9583737,-77.3579805
Deere,Moline,IL,41.5058344,-90.5136642
Nike,Beaverton,OR,45.4871723,-122.80378
Progressive,Mayfield Village,OH,43.759996799999996,-79.78382001
Publix Super Markets,Lakeland,FL,28.0394654,-81.9498042
Coca-Cola,Atlanta,GA,33.7489924,-84.3902644
Massachusetts Mutual Life Insurance,Springfield,MA,39.7990175,-89.6439575
Tech Data,Clearwater,FL,27.9658533,-82.8001026
World Fuel Services,Miami,FL,25.7741728,-80.19362
Honeywell International,Charlotte,NC,35.2272086,-80.8430827
ConocoPhillips,Houston,TX,29.7589382,-95.3676974
USAA,San Antonio,TX,29.4246002,-98.4951405
Exelon,Chicago,IL,41.8755616,-87.6244212
Northrop Grumman,Falls Church,VA,38.882334,-77.1710914
Capital One Financial,McLean,VA,40.4631789,-88.8196613
Plains GP Holdings,Houston,TX,29.7589382,-95.3676974
AbbVie,North Chicago,IL,42.327724,-87.8394189
StoneX Group,New York,NY,40.7127281,-74.0060152
Enterprise Products Partners,Houston,TX,29.7589382,-95.3676974
Northwestern Mutual,Milwaukee,WI,43.0349931,-87.922497
3M,St. Paul,MN,53.9446204,-111.2100163
Abbott Laboratories,Abbott Park,IL,38.771264099999996,-75.13876534
CHS,Inver Grove Heights,MN,44.8479039,-93.0428119
Travelers,New York,NY,40.7127281,-74.0060152
Philip Morris International,New York,NY,40.7127281,-74.0060152
Raytheon,Waltham,MA,42.3756401,-71.2358004
Hewlett Packard Enterprise,San Jose,CA,37.3361663,-121.890591
Arrow Electronics,Centennial,CO,39.579155,-104.8769227
Paramount Global,New York,NY,40.7127281,-74.0060152
Dollar General,Goodlettsville,TN,36.3231067,-86.7133302
U.S. Bancorp,Minneapolis,MN,44.9772995,-93.2654692
Starbucks,Seattle,WA,47.6038321,-122.330062
Bristol-Myers Squibb,New York,NY,40.7127281,-74.0060152
US Foods Holding,Rosemont,IL,41.9941334,-87.8756737
Mondelez International,Deerfield,IL,42.1711365,-87.8445119
Paccar,Bellevue,WA,47.6144219,-122.192337
Thermo Fisher Scientific,Waltham,MA,42.3756401,-71.2358004
Macy's,New York,NY,40.7127281,-74.0060152
Jabil,St. Petersburg,FL,59.9606739,30.1586551
Kraft Heinz,Chicago,IL,41.8755616,-87.6244212
Duke Energy,Charlotte,NC,35.2272086,-80.8430827
Tesla,Palo Alto,CA,37.4443293,-122.1598465
PBF Energy,Parsippany,NJ,40.8578772,-74.4259866
Qualcomm,San Diego,CA,32.7174202,-117.162772
NGL Energy Partners,Tulsa,OK,36.1563122,-95.9927516
CBRE Group,Los Angeles,CA,34.0536909,-118.242766
Baker Hughes,Houston,TX,29.7589382,-95.3676974
TD Synnex,Fremont,CA,37.5482697,-121.988571
Dollar Tree,Chesapeake,VA,36.7183708,-76.2466798
Cummins,Columbus,IN,39.9622601,-83.0007065
United Natural Foods,Providence,RI,41.8239891,-71.4128343
Micron Technology,Boise,ID,43.6008183,-116.2421086
Amgen,Thousand Oaks,CA,34.1705609,-118.8375937
Penske Automotive Group,Bloomfield Hills,MI,42.583645,-83.2454883
Visa,San Francisco,CA,37.7790262,-122.419906
Broadcom,San Jose,CA,37.3361663,-121.890591
Nucor,Charlotte,NC,35.2272086,-80.8430827
Gilead Sciences,Foster City,CA,37.5600336,-122.2688522
Southwest Airlines,Dallas,TX,32.7762719,-96.7968559
Halliburton,Houston,TX,29.7589382,-95.3676974
Lumen Technologies,Monroe,LA,38.2722313,-90.1792484
International Paper,Memphis,TN,35.1460249,-90.0517638
Eli Lilly,Indianapolis,IN,39.7683331,-86.1583502
Aflac,Columbus,GA,39.9622601,-83.0007065
Lennar,Miami,FL,25.7741728,-80.19362
Occidental Petroleum,Houston,TX,29.7589382,-95.3676974
Union Pacific,Omaha,NE,41.2587459,-95.9383758
Rite Aid,Camp Hill,PA,40.2398118,-76.9199742
PNC Financial Services Group,Pittsburgh,PA,40.4416941,-79.9900861
DuPont,Wilmington,DE,39.7459468,-75.546589
Southern,Atlanta,GA,33.7489924,-84.3902644
AutoNation,Fort Lauderdale,FL,26.1223084,-80.1433786
DXC Technology,Tysons,VA,38.918592,-77.2314723
McDonald's,Chicago,IL,41.8755616,-87.6244212
Marriott International,Bethesda,MD,38.9846816,-77.0942447
ManpowerGroup,Milwaukee,WI,43.0349931,-87.922497
Bank of New York Mellon,New York,NY,40.7127281,-74.0060152
Hartford Financial Services Group,Hartford,CT,41.764582,-72.6908547
Danaher,Washington,DC,38.8950368,-77.0365427
Whirlpool,Benton Harbor,MI,42.1167065,-86.4541894
AECOM,Los Angeles,CA,34.0536909,-118.242766
Netflix,Los Gatos,CA,37.226611,-121.9746797
Kohl's,Menomonee Falls,WI,43.1790768,-88.1170784
Lear,Southfield,MI,42.4733689,-83.2218731
Altria Group,Richmond,VA,37.5385087,-77.43428
Performance Food Group,Richmond,VA,37.5385087,-77.43428
Avnet,Phoenix,AZ,40.3936294,47.7872508
Synchrony Financial,Stamford,CT,41.0534302,-73.5387341
Genuine Parts,Atlanta,GA,33.7489924,-84.3902644
NextEra Energy,Juno Beach,FL,49.3371174,-0.4407731
CarMax,Richmond,VA,37.5385087,-77.43428
Tenet Healthcare,Dallas,TX,32.7762719,-96.7968559
Kimberly-Clark,Irving,TX,32.8295183,-96.9442177
Emerson Electric,St. Louis,MO,38.6280278,-90.1910154
WestRock,Atlanta,GA,33.7489924,-84.3902644
CDW,Lincolnshire,IL,53.1823034,-0.203120854
Jones Lang LaSalle,Chicago,IL,41.8755616,-87.6244212
Sherwin-Williams,Cleveland,OH,41.4996574,-81.6936772
Fluor,Irving,TX,32.8295183,-96.9442177
PayPal Holdings,San Jose,CA,37.3361663,-121.890591
D.R. Horton,Arlington,TX,32.7355816,-97.1071186
HF Sinclair,Dallas,TX,32.7762719,-96.7968559
Tenneco,Lake Forest,IL,42.2586461,-87.8407055
EOG Resources,Houston,TX,29.7589382,-95.3676974
Becton Dickinson,Franklin Lakes,NJ,41.0167639,-74.2057012
Lincoln National,Radnor,PA,40.0463001,-75.3595487
PG&E,San Francisco,CA,37.7790262,-122.419906
Salesforce,San Francisco,CA,37.7790262,-122.419906
Mastercard,Purchase,NY,41.0409305,-73.7145746
General Mills,Minneapolis,MN,44.9772995,-93.2654692
Molina Healthcare,Long Beach,CA,33.7690164,-118.191604
Cognizant Technology Solutions,Teaneck,NJ,40.8860164,-74.0072568
Marsh & McLennan,New York,NY,40.7127281,-74.0060152
XPO,Greenwich,CT,51.46862565,0.048830573
Dominion Energy,Richmond,VA,37.5385087,-77.43428
Western Digital,San Jose,CA,37.3361663,-121.890591
Gap,San Francisco,CA,37.7790262,-122.419906
Aramark,Philadelphia,PA,39.9527237,-75.1635262
Principal Financial,Des Moines,IA,41.5910323,-93.6046655
Ross Stores,Dublin,CA,53.3493795,-6.2605593
Colgate-Palmolive,New York,NY,40.7127281,-74.0060152
American Electric Power,Columbus,OH,39.9622601,-83.0007065
Nordstrom,Seattle,WA,47.6038321,-122.330062
Jacobs Solutions,Dallas,TX,32.7762719,-96.7968559
Waste Management,Houston,TX,29.7589382,-95.3676974
C.H. Robinson Worldwide,Eden Prairie,MN,44.8546856,-93.470786
PPG Industries,Pittsburgh,PA,40.4416941,-79.9900861
Booking Holdings,Norwalk,CT,41.1175966,-73.4078968
Omnicom Group,New York,NY,40.7127281,-74.0060152
Loews,New York,NY,40.7127281,-74.0060152
Ecolab,St. Paul,MN,53.9446204,-111.2100163
Stryker,Kalamazoo,MI,42.291707,-85.5872286
Estee Lauder,New York,NY,40.7127281,-74.0060152
Goodyear Tire & Rubber,Akron,OH,41.083064,-81.518485
Truist Financial,Charlotte,NC,35.2272086,-80.8430827
Applied Materials,Santa Clara,CA,37.2333253,-121.6846349
BlackRock,New York,NY,40.7127281,-74.0060152
Stanley Black & Decker,New Britain,CT,-5.2245897,151.55696765353173
Freeport-McMoRan,Phoenix,AZ,40.3936294,47.7872508
Texas Instruments,Dallas,TX,32.7762719,-96.7968559
Biogen,Cambridge,MA,52.2055314,0.1186637
Parker-Hannifin,Cleveland,OH,41.4996574,-81.6936772
Reinsurance Group of America,Chesterfield,MO,37.3859982,-77.578509
Howmet Aerospace,Pittsburgh,PA,40.4416941,-79.9900861
Automatic Data Processing,Roseland,NJ,37.278847,-94.84409136
Uber Technologies,San Francisco,CA,37.7790262,-122.419906
Illinois Tool Works,Glenview,IL,38.3084193,-85.6505526
DaVita,Denver,CO,39.7392364,-104.984862
Discover Financial Services,Riverwoods,IL,42.1676068,-87.8970986
Land O'Lakes,Arden Hills,MN,45.0761409,-93.1666945
VF,Greenwood Village,CO,39.6172101,-104.950814
Corteva,Wilmington,DE,39.7459468,-75.546589
Las Vegas Sands,Las Vegas,NV,36.1672559,-115.148516
Textron,Providence,RI,41.8239891,-71.4128343
Kellogg,Battle Creek,MI,42.3192548,-85.1824269
Guardian Life Ins. Co. of America,New York,NY,40.7127281,-74.0060152
Qurate Retail,Englewood,CO,39.6482059,-104.9879641
Core-Mark Holding,Westlake,TX,32.991226,-97.1943701
Community Health Systems,Franklin,TN,33.2002659,-95.2231752
Kinder Morgan,Houston,TX,29.7589382,-95.3676974
BJ's Wholesale Club,Westborough,MA,42.2694308,-71.6129907
State Street,Boston,MA,42.3554334,-71.060511
Ameriprise Financial,Minneapolis,MN,44.9772995,-93.2654692
Global Partners,Waltham,MA,42.3756401,-71.2358004
United States Steel,Pittsburgh,PA,40.4416941,-79.9900861
Bath & Body Works,Columbus,OH,39.9622601,-83.0007065
MGM Resorts International,Las Vegas,NV,36.1672559,-115.148516
L3Harris Technologies,Melbourne,FL,-37.8142454,144.9631732
DISH Network,Englewood,CO,39.6482059,-104.9879641
Lithia Motors,Medford,OR,42.4184296,-71.1061639
DTE Energy,Detroit,MI,42.3315509,-83.0466403
American Family Insurance Group,Madison,WI,43.074761,-89.3837613
Farmers Insurance Exchange,Woodland Hills,CA,34.1684364,-118.6058382
Consolidated Edison,New York,NY,40.7127281,-74.0060152
LKQ,Chicago,IL,41.8755616,-87.6244212
Sempra,San Diego,CA,32.7174202,-117.162772
Edison International,Rosemead,CA,34.0676169,-118.0879763
CenterPoint Energy,Houston,TX,29.7589382,-95.3676974
Quanta Services,Houston,TX,29.7589382,-95.3676974
Murphy USA,El Dorado,AR,33.2115087,-92.6650144
Expedia Group,Seattle,WA,47.6038321,-122.330062
Group 1 Automotive,Houston,TX,29.7589382,-95.3676974
Bed Bath & Beyond,Union,NJ,37.4616454,-89.2504793
Unum Group,Chattanooga,TN,35.0457219,-85.3094883
CSX,Jacksonville,FL,30.3321838,-81.655651
AutoZone,Memphis,TN,35.1460249,-90.0517638
Pacific Life,Newport Beach,CA,33.6170092,-117.9294401
Vistra,Irving,TX,32.8295183,-96.9442177
Charles Schwab,San Francisco,CA,37.7790262,-122.419906
Crown Holdings,Yardley,PA,40.245664,-74.8459972
Ally Financial,Detroit,MI,42.3315509,-83.0466403
Laboratory Corp. of America,Burlington,NC,44.4761601,-73.212906
Live Nation Entertainment,Beverly Hills,CA,34.0696501,-118.3963062
Xcel Energy,Minneapolis,MN,44.9772995,-93.2654692
Corning,Corning,NY,42.1435257,-77.0543408
W.W. Grainger,Lake Forest,IL,42.2586461,-87.8407055
Ball,Broomfield,CO,39.9403995,-105.05208
Fox,New York,NY,40.7127281,-74.0060152
Universal Health Services,King of Prussia,PA,40.0908111,-75.3832484
Baxter International,Deerfield,IL,42.1711365,-87.8445119
Norfolk Southern,Norfolk,VA,52.666667,1
Navistar International,Lisle,IL,45.2787444,0.5481384
Adobe,San Jose,CA,37.3361663,-121.890591
J.C. Penney,Plano,TX,33.0136764,-96.6925096
Warner Bros. Discovery,Silver Spring,MD,38.9959461,-77.0276231
Keurig Dr Pepper,Burlington,MA,44.4761601,-73.212906
Leidos Holdings,Reston,VA,38.9583737,-77.3579805
IQVIA Holdings,Durham,NC,54.666667,-1.75
Reliance Steel & Aluminum,Los Angeles,CA,34.0536909,-118.242766
Nvidia,Santa Clara,CA,37.2333253,-121.6846349
Entergy,New Orleans,LA,29.9759983,-90.0782127
FirstEnergy,Akron,OH,41.083064,-81.518485
eBay,San Jose,CA,37.3361663,-121.890591
Boston Scientific,Marlborough,MA,42.3459271,-71.5522874
ODP,Boca Raton,FL,26.3586885,-80.0830984
Molson Coors Beverage,Denver,CO,39.7392364,-104.984862
Steel Dynamics,Fort Wayne,IN,41.0799898,-85.1386015
Mutual of Omaha Insurance,Omaha,NE,41.2587459,-95.9383758
Sonic Automotive,Charlotte,NC,35.2272086,-80.8430827
Alcoa,Pittsburgh,PA,40.4416941,-79.9900861
Fidelity National Information Services,Jacksonville,FL,30.3321838,-81.655651
Henry Schein,Melville,NY,50.9307241,-102.807296
Republic Services,Phoenix,AZ,40.3936294,47.7872508
Liberty Media,Englewood,CO,39.6482059,-104.9879641
