Name,Rank,Industry,Revenues,Year,Sector,Revenues_($M)
Owens Corning,458,"Building Materials, Glass",,2017,Materials,"$5,677"
S&P Global,459,Financial Data Services,,2017,Business Services,"$5,661"
Markel,460,Insurance: Property and Casualty (Stock),,2017,Financials,"$5,612"
Wyndham Worldwide,461,"Hotels, Casinos, Resorts",,2017,"Hotels, Restaurants & Leisure","$5,599"
Arthur J. Gallagher,462,Diversified Financials,,2017,Financials,"$5,595"
Burlington Stores,463,Specialty Retailers: Apparel,,2017,Retailing,"$5,591"
First American Financial,464,Insurance: Property and Casualty (Stock),,2017,Financials,"$5,576"
Symantec,465,Computer Software,,2017,Technology,"$5,568"
Patterson,466,Wholesalers: Health Care,,2017,Wholesalers,"$5,555"
Olin,467,Chemicals,,2017,Chemicals,"$5,551"
NetApp,468,Computer Peripherals,,2017,Technology,"$5,546"
Raymond James Financial,469,Securities,,2017,Financials,"$5,520"
TravelCenters of America,470,Specialty Retailers: Other,,2017,Retailing,"$5,511"
Fiserv,471,Financial Data Services,,2017,Business Services,"$5,505"
Host Hotels & Resorts,472,Real Estate,,2017,Financials,"$5,488"
Insight Enterprises,473,Wholesalers: Electronics and Office Equipment,,2017,Wholesalers,"$5,486"
Mattel,474,"Toys, Sporting Goods",,2017,Household Products,"$5,457"
AmTrust Financial Services,475,Insurance: Property and Casualty (Stock),,2017,Financials,"$5,451"
Cincinnati Financial,476,Insurance: Property and Casualty (Stock),,2017,Financials,"$5,449"
Simon Property Group,477,Real Estate,,2017,Financials,"$5,435"
Western Union,478,Financial Data Services,,2017,Business Services,"$5,423"
KeyCorp,479,Commercial Banks,,2017,Financials,"$5,422"
Delek US Holdings,480,Petroleum Refining,,2017,Energy,"$5,414"
Booz Allen Hamilton Holding,481,Information Technology Services,,2017,Technology,"$5,406"
Chemours,482,Chemicals,,2017,Chemicals,"$5,400"
Western & Southern Financial Group,483,"Insurance: Life, Health (Mutual)",,2017,Financials,"$5,398"
Celanese,484,Chemicals,,2017,Chemicals,"$5,389"
Windstream Holdings,485,Telecommunications,,2017,Telecommunications,"$5,387"
Seaboard,486,Food Production,,2017,"Food, Beverages & Tobacco","$5,379"
Essendant,487,Wholesalers: Electronics and Office Equipment,,2017,Wholesalers,"$5,369"
Apache,488,"Mining, Crude-Oil Production",,2017,Energy,"$5,354"
Airgas,489,Wholesalers: Diversified,,2017,Wholesalers,"$5,314"
Kelly Services,490,Temporary Help,,2017,Business Services,"$5,277"
Liberty Media,491,Entertainment,,2017,Media,"$5,276"
Rockwell Collins,492,Aerospace and Defense,,2017,Aerospace & Defense,"$5,259"
Robert Half International,493,Temporary Help,,2017,Business Services,"$5,250"
CH2M Hill,494,"Engineering, Construction",,2017,Engineering & Construction,"$5,236"
Big Lots,495,Specialty Retailers: Other,,2017,Retailing,"$5,200"
Michaels Cos.,496,Specialty Retailers: Other,,2017,Retailing,"$5,197"
Toll Brothers,497,Homebuilders,,2017,Engineering & Construction,"$5,170"
Yahoo,498,Internet Services and Retailing,,2017,Technology,"$5,169"
Vistra Energy,499,Energy,,2017,Energy,"$5,164"
ABM Industries,500,Diversified Outsourcing Services,,2017,Business Services,"$5,145"
Walmart,1,General Merchandisers,,2018,Retailing,"$500,343"
Exxon Mobil,2,Petroleum Refining,,2018,Energy,"$244,363"
Berkshire Hathaway,3,Insurance: Property and Casualty (Stock),,2018,Financials,"$242,137"
Apple,4,"Computers, Office Equipment",,2018,Technology,"$229,234"
UnitedHealth Group,5,Health Care: Insurance and Managed Care,,2018,Health Care,"$201,159"
McKesson,6,Wholesalers: Health Care,,2018,Wholesalers,"$198,533"
CVS Health,7,Health Care: Pharmacy and Other Services,,2018,Health Care,"$184,765"
Amazon.com,8,Internet Services and Retailing,,2018,Retailing,"$177,866"
AT&T,9,Telecommunications,,2018,Telecommunications,"$160,546"
General Motors,10,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$157,311"
Ford Motor,11,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$156,776"
AmerisourceBergen,12,Wholesalers: Health Care,,2018,Wholesalers,"$153,144"
Chevron,13,Petroleum Refining,,2018,Energy,"$134,533"
Cardinal Health,14,Wholesalers: Health Care,,2018,Wholesalers,"$129,976"
Costco,15,General Merchandisers,,2018,Retailing,"$129,025"
Verizon,16,Telecommunications,,2018,Telecommunications,"$126,034"
Kroger,17,Food and Drug Stores,,2018,Food & Drug Stores,"$122,662"
General Electric,18,Industrial Machinery,,2018,Industrials,"$122,274"
Walgreens Boots Alliance,19,Food and Drug Stores,,2018,Food & Drug Stores,"$118,214"
JPMorgan Chase,20,Commercial Banks,,2018,Financials,"$113,899"
Fannie Mae,21,Diversified Financials,,2018,Financials,"$112,394"
Alphabet,22,Internet Services and Retailing,,2018,Technology,"$110,855"
Home Depot,23,Specialty Retailers: Other,,2018,Retailing,"$100,904"
Bank of America Corp.,24,Commercial Banks,,2018,Financials,"$100,264"
Express Scripts Holding,25,Health Care: Pharmacy and Other Services,,2018,Health Care,"$100,065"
Wells Fargo,26,Commercial Banks,,2018,Financials,"$97,741"
Boeing,27,Aerospace and Defense,,2018,Aerospace & Defense,"$93,392"
Phillips 66,28,Petroleum Refining,,2018,Energy,"$91,568"
Anthem,29,Health Care: Insurance and Managed Care,,2018,Health Care,"$90,039"
Microsoft,30,Computer Software,,2018,Technology,"$89,950"
Valero Energy,31,Petroleum Refining,,2018,Energy,"$88,407"
Citigroup,32,Commercial Banks,,2018,Financials,"$87,966"
Comcast,33,Telecommunications,,2018,Telecommunications,"$84,526"
IBM,34,Information Technology Services,,2018,Technology,"$79,139"
Dell Technologies,35,"Computers, Office Equipment",,2018,Technology,"$78,660"
State Farm Insurance Cos.,36,Insurance: Property and Casualty (Mutual),,2018,Financials,"$78,331"
Johnson & Johnson,37,Pharmaceuticals,,2018,Health Care,"$76,450"
Freddie Mac,38,Diversified Financials,,2018,Financials,"$74,676"
Target,39,General Merchandisers,,2018,Retailing,"$71,879"
Lowe's,40,Specialty Retailers: Other,,2018,Retailing,"$68,619"
Marathon Petroleum,41,Petroleum Refining,,2018,Energy,"$67,610"
Procter & Gamble,42,Household and Personal Products,,2018,Household Products,"$66,217"
MetLife,43,"Insurance: Life, Health (stock)",,2018,Financials,"$66,153"
UPS,44,"Mail, Package, and Freight Delivery",,2018,Transportation,"$65,872"
PepsiCo,45,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$63,525"
Intel,46,Semiconductors and Other Electronic Components,,2018,Technology,"$62,761"
DowDuPont,47,Chemicals,,2018,Chemicals,"$62,683"
Archer Daniels Midland,48,Food Production,,2018,"Food, Beverages & Tobacco","$60,828"
Aetna,49,Health Care: Insurance and Managed Care,,2018,Health Care,"$60,535"
FedEx,50,"Mail, Package, and Freight Delivery",,2018,Transportation,"$60,319"
United Technologies,51,Aerospace and Defense,,2018,Aerospace & Defense,"$59,837"
Prudential Financial,52,"Insurance: Life, Health (stock)",,2018,Financials,"$59,689"
Albertsons Cos.,53,Food and Drug Stores,,2018,Food & Drug Stores,"$59,678"
Sysco,54,Wholesalers: Food and Grocery,,2018,Wholesalers,"$55,371"
Disney,55,Entertainment,,2018,Media,"$55,137"
Humana,56,Health Care: Insurance and Managed Care,,2018,Health Care,"$53,767"
Pfizer,57,Pharmaceuticals,,2018,Health Care,"$52,546"
HP,58,"Computers, Office Equipment",,2018,Technology,"$52,056"
Lockheed Martin,59,Aerospace and Defense,,2018,Aerospace & Defense,"$51,048"
AIG,60,Insurance: Property and Casualty (Stock),,2018,Financials,"$49,520"
Centene,61,Health Care: Insurance and Managed Care,,2018,Health Care,"$48,572"
Cisco Systems,62,Network and Other Communications Equipment,,2018,Technology,"$48,005"
HCA Healthcare,63,Health Care: Medical Facilities,,2018,Health Care,"$47,653"
Energy Transfer Equity,64,Pipelines,,2018,Energy,"$47,487"
Caterpillar,65,Construction and Farm Machinery,,2018,Industrials,"$45,462"
Nationwide,66,Insurance: Property and Casualty (Mutual),,2018,Financials,"$43,940"
Morgan Stanley,67,Commercial Banks,,2018,Financials,"$43,642"
Liberty Mutual Insurance Group,68,Insurance: Property and Casualty (Stock),,2018,Financials,"$42,687"
New York Life Insurance,69,"Insurance: Life, Health (Mutual)",,2018,Financials,"$42,296"
Goldman Sachs Group,70,Commercial Banks,,2018,Financials,"$42,254"
American Airlines Group,71,Airlines,,2018,Transportation,"$42,207"
Best Buy,72,Specialty Retailers: Other,,2018,Retailing,"$42,151"
Cigna,73,Health Care: Insurance and Managed Care,,2018,Health Care,"$41,616"
Charter Communications,74,Telecommunications,,2018,Telecommunications,"$41,581"
Delta Air Lines,75,Airlines,,2018,Transportation,"$41,244"
Facebook,76,Internet Services and Retailing,,2018,Technology,"$40,653"
Honeywell International,77,"Electronics, Electrical Equip.",,2018,Industrials,"$40,534"
Merck,78,Pharmaceuticals,,2018,Health Care,"$40,122"
Allstate,79,Insurance: Property and Casualty (Stock),,2018,Financials,"$38,524"
Tyson Foods,80,Food Production,,2018,"Food, Beverages & Tobacco","$38,260"
United Continental Holdings,81,Airlines,,2018,Transportation,"$37,736"
Oracle,82,Computer Software,,2018,Technology,"$37,728"
Tech Data,83,Wholesalers: Electronics and Office Equipment,,2018,Wholesalers,"$36,775"
TIAA,84,"Insurance: Life, Health (Mutual)",,2018,Financials,"$36,025"
TJX,85,Specialty Retailers: Apparel,,2018,Retailing,"$35,865"
American Express,86,Diversified Financials,,2018,Financials,"$35,583"
Coca-Cola,87,Beverages,,2018,"Food, Beverages & Tobacco","$35,410"
Publix Super Markets,88,Food and Drug Stores,,2018,Food & Drug Stores,"$34,837"
Nike,89,Apparel,,2018,Apparel,"$34,350"
Andeavor,90,Petroleum Refining,,2018,Energy,"$34,204"
World Fuel Services,91,Energy,,2018,Energy,"$33,696"
Exelon,92,Utilities: Gas and Electric,,2018,Energy,"$33,531"
Massachusetts Mutual Life Insurance,93,"Insurance: Life, Health (Mutual)",,2018,Financials,"$33,495"
Rite Aid,94,Food and Drug Stores,,2018,Food & Drug Stores,"$32,845"
ConocoPhillips,95,"Mining, Crude-Oil Production",,2018,Energy,"$32,584"
CHS,96,Food Production,,2018,"Food, Beverages & Tobacco","$31,935"
3M,97,Miscellaneous,,2018,Industrials,"$31,657"
Time Warner,98,Entertainment,,2018,Media,"$31,271"
General Dynamics,99,Aerospace and Defense,,2018,Aerospace & Defense,"$30,973"
USAA,100,Insurance: Property and Casualty (Stock),,2018,Financials,"$30,016"
Capital One Financial,101,Commercial Banks,,2018,Financials,"$29,999"
Deere,102,Construction and Farm Machinery,,2018,Industrials,"$29,738"
INTL FCStone,103,Diversified Financials,,2018,Financials,"$29,424"
Northwestern Mutual,104,"Insurance: Life, Health (Mutual)",,2018,Financials,"$29,331"
Enterprise Products Partners,105,Pipelines,,2018,Energy,"$29,242"
Travelers Cos.,106,Insurance: Property and Casualty (Stock),,2018,Financials,"$28,902"
Hewlett Packard Enterprise,107,"Computers, Office Equipment",,2018,Technology,"$28,871"
Philip Morris International,108,Tobacco,,2018,"Food, Beverages & Tobacco","$28,748"
Twenty-First Century Fox,109,Entertainment,,2018,Media,"$28,500"
AbbVie,110,Pharmaceuticals,,2018,Health Care,"$28,216"
Abbott Laboratories,111,Medical Products and Equipment,,2018,Health Care,"$27,390"
Progressive,112,Insurance: Property and Casualty (Stock),,2018,Financials,"$26,839"
Arrow Electronics,113,Wholesalers: Electronics and Office Equipment,,2018,Wholesalers,"$26,813"
Kraft Heinz,114,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$26,232"
Plains GP Holdings,115,Pipelines,,2018,Energy,"$26,223"
Gilead Sciences,116,Pharmaceuticals,,2018,Health Care,"$26,107"
Mondelez International,117,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$25,896"
Northrop Grumman,118,Aerospace and Defense,,2018,Aerospace & Defense,"$25,803"
Raytheon,119,Aerospace and Defense,,2018,Aerospace & Defense,"$25,348"
Macy's,120,General Merchandisers,,2018,Retailing,"$24,837"
US Foods Holding,121,Wholesalers: Food and Grocery,,2018,Wholesalers,"$24,147"
U.S. Bancorp,122,Commercial Banks,,2018,Financials,"$23,996"
Dollar General,123,Specialty Retailers: Other,,2018,Retailing,"$23,471"
International Paper,124,"Packaging, Containers",,2018,Materials,"$23,302"
Duke Energy,125,Utilities: Gas and Electric,,2018,Energy,"$23,189"
Southern,126,Utilities: Gas and Electric,,2018,Energy,"$23,031"
Marriott International,127,"Hotels, Casinos, Resorts",,2018,"Hotels, Restaurants & Leisure","$22,894"
Avnet,128,Wholesalers: Electronics and Office Equipment,,2018,Wholesalers,"$22,872"
Eli Lilly,129,Pharmaceuticals,,2018,Health Care,"$22,871"
Amgen,130,Pharmaceuticals,,2018,Health Care,"$22,849"
McDonald's,131,Food Services,,2018,"Hotels, Restaurants & Leisure","$22,820"
Starbucks,132,Food Services,,2018,"Hotels, Restaurants & Leisure","$22,387"
Qualcomm,133,Semiconductors and Other Electronic Components,,2018,Technology,"$22,291"
Dollar Tree,134,Specialty Retailers: Other,,2018,Retailing,"$22,246"
PBF Energy,135,Petroleum Refining,,2018,Energy,"$21,787"
Icahn Enterprises,136,Diversified Financials,,2018,Financials,"$21,744"
Aflac,137,"Insurance: Life, Health (stock)",,2018,Financials,"$21,667"
AutoNation,138,"Automotive Retailing, Services",,2018,Retailing,"$21,535"
Penske Automotive Group,139,"Automotive Retailing, Services",,2018,Retailing,"$21,389"
Whirlpool,140,"Electronics, Electrical Equip.",,2018,Industrials,"$21,253"
Union Pacific,141,Railroads,,2018,Transportation,"$21,240"
Southwest Airlines,142,Airlines,,2018,Transportation,"$21,171"
ManpowerGroup,143,Temporary Help,,2018,Business Services,"$21,034"
Thermo Fisher Scientific,144,"Scientific,Photographic and Control Equipment",,2018,Technology,"$20,918"
Bristol-Myers Squibb,145,Pharmaceuticals,,2018,Health Care,"$20,776"
Halliburton,146,"Oil and Gas Equipment, Services",,2018,Energy,"$20,620"
Tenet Healthcare,147,Health Care: Medical Facilities,,2018,Health Care,"$20,613"
Lear,148,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$20,467"
Cummins,149,Industrial Machinery,,2018,Industrials,"$20,428"
Micron Technology,150,Semiconductors and Other Electronic Components,,2018,Technology,"$20,322"
Nucor,151,Metals,,2018,Materials,"$20,252"
Molina Healthcare,152,Health Care: Insurance and Managed Care,,2018,Health Care,"$19,883"
Fluor,153,"Engineering, Construction",,2018,Engineering & Construction,"$19,521"
Altria Group,154,Tobacco,,2018,"Food, Beverages & Tobacco","$19,494"
Paccar,155,Construction and Farm Machinery,,2018,Industrials,"$19,456"
Hartford Financial Services,156,Insurance: Property and Casualty (Stock),,2018,Financials,"$19,228"
Kohl's,157,General Merchandisers,,2018,Retailing,"$19,095"
Western Digital,158,"Computers, Office Equipment",,2018,Technology,"$19,093"
Jabil,159,Semiconductors and Other Electronic Components,,2018,Technology,"$19,063"
Community Health Systems,160,Health Care: Medical Facilities,,2018,Health Care,"$18,477"
Visa,161,Financial Data Services,,2018,Business Services,"$18,358"
Danaher,162,Medical Products and Equipment,,2018,Health Care,"$18,330"
Kimberly-Clark,163,Household and Personal Products,,2018,Household Products,"$18,259"
AECOM,164,"Engineering, Construction",,2018,Engineering & Construction,"$18,203"
PNC Financial Services,165,Commercial Banks,,2018,Financials,"$18,035"
CenturyLink,166,Telecommunications,,2018,Telecommunications,"$17,656"
NextEra Energy,167,Utilities: Gas and Electric,,2018,Energy,"$17,195"
PG&E Corp.,168,Utilities: Gas and Electric,,2018,Energy,"$17,135"
Synnex,169,Wholesalers: Electronics and Office Equipment,,2018,Wholesalers,"$17,046"
WellCare Health Plans,170,Health Care: Insurance and Managed Care,,2018,Health Care,"$17,007"
Performance Food Group,171,Wholesalers: Food and Grocery,,2018,Wholesalers,"$16,762"
Sears Holdings,172,General Merchandisers,,2018,Retailing,"$16,702"
Synchrony Financial,173,Diversified Financials,,2018,Financials,"$16,695"
CarMax,174,"Automotive Retailing, Services",,2018,Retailing,"$16,637"
Bank of New York Mellon,175,Commercial Banks,,2018,Financials,"$16,621"
Freeport-McMoRan,176,"Mining, Crude-Oil Production",,2018,Energy,"$16,416"
Genuine Parts,177,Wholesalers: Diversified,,2018,Wholesalers,"$16,309"
Emerson Electric,178,Industrial Machinery,,2018,Industrials,"$16,301"
DaVita,179,Health Care: Medical Facilities,,2018,Health Care,"$16,038"
Supervalu,180,Food and Drug Stores,,2018,Food & Drug Stores,"$16,009"
Gap,181,Specialty Retailers: Apparel,,2018,Retailing,"$15,855"
General Mills,182,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$15,620"
Nordstrom,183,General Merchandisers,,2018,Retailing,"$15,478"
Colgate-Palmolive,184,Household and Personal Products,,2018,Household Products,"$15,454"
American Electric Power,185,Utilities: Gas and Electric,,2018,Energy,"$15,425"
XPO Logistics,186,Transportation and Logistics,,2018,Transportation,"$15,381"
Goodyear Tire & Rubber,187,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$15,377"
Omnicom Group,188,"Advertising, marketing",,2018,Business Services,"$15,274"
CDW,189,Information Technology Services,,2018,Technology,"$15,192"
Sherwin-Williams,190,Chemicals,,2018,Chemicals,"$14,984"
PPG Industries,191,Chemicals,,2018,Chemicals,"$14,967"
Texas Instruments,192,Semiconductors and Other Electronic Components,,2018,Technology,"$14,961"
C.H. Robinson Worldwide,193,Transportation and Logistics,,2018,Transportation,"$14,869"
WestRock,194,"Packaging, Containers",,2018,Materials,"$14,860"
Cognizant Technology Solutions,195,Information Technology Services,,2018,Technology,"$14,810"
Newell Brands,196,"Home Equipment, Furnishings",,2018,Household Products,"$14,742"
CBS,197,Entertainment,,2018,Media,"$14,710"
Envision Healthcare,198,Health Care: Pharmacy and Other Services,,2018,Health Care,"$14,701"
Monsanto,199,Chemicals,,2018,Chemicals,"$14,640"
Aramark,200,Diversified Outsourcing Services,,2018,Business Services,"$14,604"
Applied Materials,201,Semiconductors and Other Electronic Components,,2018,Technology,"$14,537"
Waste Management,202,Waste Management,,2018,Business Services,"$14,485"
DISH Network,203,Telecommunications,,2018,Telecommunications,"$14,391"
Illinois Tool Works,204,Industrial Machinery,,2018,Industrials,"$14,314"
Lincoln National,205,"Insurance: Life, Health (stock)",,2018,Financials,"$14,257"
HollyFrontier,206,Petroleum Refining,,2018,Energy,"$14,251"
CBRE Group,207,Real estate,,2018,Financials,"$14,210"
Textron,208,Aerospace and Defense,,2018,Aerospace & Defense,"$14,198"
Ross Stores,209,Specialty Retailers: Apparel,,2018,Retailing,"$14,135"
Principal Financial,210,"Insurance: Life, Health (stock)",,2018,Financials,"$14,093"
D.R. Horton,211,Homebuilders,,2018,Engineering & Construction,"$14,091"
Marsh & McLennan,212,Diversified Financials,,2018,Financials,"$14,024"
Devon Energy,213,"Mining, Crude-Oil Production",,2018,Energy,"$13,949"
AES,214,Utilities: Gas and Electric,,2018,Energy,"$13,850"
Ecolab,215,Chemicals,,2018,Chemicals,"$13,838"
Land O'Lakes,216,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$13,740"
Loews,217,Insurance: Property and Casualty (Stock),,2018,Financials,"$13,735"
Kinder Morgan,218,Pipelines,,2018,Energy,"$13,705"
FirstEnergy,219,Utilities: Gas and Electric,,2018,Energy,"$13,627"
Occidental Petroleum,220,"Mining, Crude-Oil Production",,2018,Energy,"$13,274"
Viacom,221,Entertainment,,2018,Media,"$13,263"
PayPal Holdings,222,Financial Data Services,,2018,Business Services,"$13,094"
NGL Energy Partners,223,Energy,,2018,Energy,"$13,022"
Celgene,224,Pharmaceuticals,,2018,Health Care,"$13,003"
Arconic,225,Aerospace and Defense,,2018,Aerospace & Defense,"$12,960"
Kellogg,226,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$12,923"
Las Vegas Sands,227,"Hotels, Casinos, Resorts",,2018,"Hotels, Restaurants & Leisure","$12,882"
Stanley Black & Decker,228,"Home Equipment, Furnishings",,2018,Household Products,"$12,747"
Booking Holdings,229,Internet Services and Retailing,,2018,Technology,"$12,681"
Lennar,230,Homebuilders,,2018,Engineering & Construction,"$12,646"
L Brands,231,Specialty Retailers: Apparel,,2018,Retailing,"$12,632"
DTE Energy,232,Utilities: Gas and Electric,,2018,Energy,"$12,607"
Dominion Energy,233,Utilities: Gas and Electric,,2018,Energy,"$12,586"
Reinsurance Group of America,234,"Insurance: Life, Health (stock)",,2018,Financials,"$12,516"
J.C. Penney,235,General Merchandisers,,2018,Retailing,"$12,506"
Mastercard,236,Financial Data Services,,2018,Business Services,"$12,497"
BlackRock,237,Securities,,2018,Financials,"$12,491"
Henry Schein,238,Wholesalers: Health Care,,2018,Wholesalers,"$12,462"
Guardian Life Ins. Co. of America,239,"Insurance: Life, Health (Mutual)",,2018,Financials,"$12,455"
Stryker,240,Medical Products and Equipment,,2018,Health Care,"$12,444"
Jefferies Financial Group,241,Diversified Financials,,2018,Financials,"$12,408"
VF,242,Apparel,,2018,Apparel,"$12,400"
ADP,243,Diversified Outsourcing Services,,2018,Business Services,"$12,380"
Edison International,244,Utilities: Gas and Electric,,2018,Energy,"$12,320"
Biogen,245,Pharmaceuticals,,2018,Health Care,"$12,274"
United States Steel,246,Metals,,2018,Materials,"$12,250"
Core-Mark Holding,247,Wholesalers: Food and Grocery,,2018,Wholesalers,"$12,225"
Bed Bath & Beyond,248,Specialty Retailers: Other,,2018,Retailing,"$12,216"
Oneok,249,Pipelines,,2018,Energy,"$12,174"
BB&T Corp.,250,Commercial Banks,,2018,Financials,"$12,156"
Becton Dickinson,251,Medical Products and Equipment,,2018,Health Care,"$12,093"
Ameriprise Financial,252,Diversified Financials,,2018,Financials,"$12,075"
Farmers Insurance Exchange,253,Insurance: Property and Casualty (Mutual),,2018,Financials,"$12,072"
First Data,254,Financial Data Services,,2018,Business Services,"$12,052"
Consolidated Edison,255,Utilities: Gas and Electric,,2018,Energy,"$12,033"
Parker-Hannifin,256,Industrial Machinery,,2018,Industrials,"$12,029"
Anadarko Petroleum,257,"Mining, Crude-Oil Production",,2018,Energy,"$11,908"
Estee Lauder,258,Household and Personal Products,,2018,Household Products,"$11,824"
State Street Corp.,259,Commercial Banks,,2018,Financials,"$11,774"
Tesla,260,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$11,759"
Netflix,261,Internet Services and Retailing,,2018,Technology,"$11,693"
Alcoa,262,Metals,,2018,Materials,"$11,652"
Discover Financial Services,263,Commercial Banks,,2018,Financials,"$11,545"
Praxair,264,Chemicals,,2018,Chemicals,"$11,437"
CSX,265,Railroads,,2018,Transportation,"$11,408"
Xcel Energy,266,Utilities: Gas and Electric,,2018,Energy,"$11,404"
Unum Group,267,"Insurance: Life, Health (stock)",,2018,Financials,"$11,287"
Universal Health Services,268,Health Care: Medical Facilities,,2018,Health Care,"$11,279"
NRG Energy,269,Energy,,2018,Energy,"$11,275"
EOG Resources,270,"Mining, Crude-Oil Production",,2018,Energy,"$11,208"
Sempra Energy,271,Utilities: Gas and Electric,,2018,Energy,"$11,207"
"Toys ""R"" Us",272,Specialty Retailers: Other,,2018,Retailing,"$11,146"
Group 1 Automotive,273,"Automotive Retailing, Services",,2018,Retailing,"$11,124"
Entergy,274,Utilities: Gas and Electric,,2018,Energy,"$11,075"
Molson Coors Brewing,275,Beverages,,2018,"Food, Beverages & Tobacco","$11,003"
L3 Technologies,276,Aerospace and Defense,,2018,Aerospace & Defense,"$11,002"
Ball,277,"Packaging, Containers",,2018,Materials,"$10,983"
AutoZone,278,Specialty Retailers: Other,,2018,Retailing,"$10,889"
Murphy USA,279,Specialty Retailers: Other,,2018,Retailing,"$10,853"
MGM Resorts International,280,"Hotels, Casinos, Resorts",,2018,"Hotels, Restaurants & Leisure","$10,774"
Office Depot,281,Specialty Retailers: Other,,2018,Retailing,"$10,752"
Huntsman,282,Chemicals,,2018,Chemicals,"$10,592"
Baxter International,283,Medical Products and Equipment,,2018,Health Care,"$10,561"
Norfolk Southern,284,Railroads,,2018,Transportation,"$10,551"
salesforce.com,285,Computer Software,,2018,Technology,"$10,480"
Laboratory Corp. of America,286,Health Care: Pharmacy and Other Services,,2018,Health Care,"$10,441"
W.W. Grainger,287,Wholesalers: Diversified,,2018,Wholesalers,"$10,425"
Qurate Retail,288,Internet Services and Retailing,,2018,Retailing,"$10,404"
Autoliv,289,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$10,383"
Live Nation Entertainment,290,Entertainment,,2018,Media,"$10,337"
Xerox,291,"Computers, Office Equipment",,2018,Technology,"$10,265"
Leidos Holdings,292,Information Technology Services,,2018,Technology,"$10,170"
Corning,293,"Electronics, Electrical Equip.",,2018,Industrials,"$10,116"
Lithia Motors,294,"Automotive Retailing, Services",,2018,Retailing,"$10,087"
Expedia Group,295,Internet Services and Retailing,,2018,Retailing,"$10,060"
Republic Services,296,Waste Management,,2018,Business Services,"$10,042"
Jacobs Engineering Group,297,"Engineering, Construction",,2018,Engineering & Construction,"$10,023"
Sonic Automotive,298,"Automotive Retailing, Services",,2018,Retailing,"$9,867"
Ally Financial,299,Diversified Financials,,2018,Financials,"$9,866"
LKQ,300,Wholesalers: Diversified,,2018,Wholesalers,"$9,848"
BorgWarner,301,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$9,799"
Fidelity National Financial,302,Insurance: Property and Casualty (Stock),,2018,Financials,"$9,769"
SunTrust Banks,303,Commercial Banks,,2018,Financials,"$9,741"
IQVIA Holdings,304,Health Care: Pharmacy and Other Services,,2018,Health Care,"$9,739"
Reliance Steel & Aluminum,305,Metals,,2018,Materials,"$9,721"
Nvidia,306,Semiconductors and Other Electronic Components,,2018,Technology,"$9,714"
Voya Financial,307,Diversified Financials,,2018,Financials,"$9,660"
CenterPoint Energy,308,Utilities: Gas and Electric,,2018,Energy,"$9,614"
eBay,309,Internet Services and Retailing,,2018,Technology,"$9,567"
Eastman Chemical,310,Chemicals,,2018,Chemicals,"$9,549"
American Family Insurance Group,311,Insurance: Property and Casualty (Stock),,2018,Financials,"$9,545"
Steel Dynamics,312,Metals,,2018,Materials,"$9,539"
Pacific Life,313,"Insurance: Life, Health (stock)",,2018,Financials,"$9,510"
Chesapeake Energy,314,"Mining, Crude-Oil Production",,2018,Energy,"$9,496"
Mohawk Industries,315,"Home Equipment, Furnishings",,2018,Household Products,"$9,491"
Quanta Services,316,"Engineering, Construction",,2018,Engineering & Construction,"$9,467"
Advance Auto Parts,317,Specialty Retailers: Other,,2018,Retailing,"$9,374"
Owens & Minor,318,Wholesalers: Health Care,,2018,Wholesalers,"$9,318"
United Natural Foods,319,Wholesalers: Food and Grocery,,2018,Wholesalers,"$9,275"
Tenneco,320,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$9,274"
Conagra Brands,321,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$9,235"
GameStop,322,Specialty Retailers: Other,,2018,Retailing,"$9,225"
Hormel Foods,323,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$9,168"
Hilton Worldwide Holdings,324,"Hotels, Casinos, Resorts",,2018,"Hotels, Restaurants & Leisure","$9,140"
Frontier Communications,325,Telecommunications,,2018,Telecommunications,"$9,128"
Fidelity National Information Services,326,Financial Data Services,,2018,Business Services,"$9,123"
Public Service Enterprise Group,327,Utilities: Gas and Electric,,2018,Energy,"$9,084"
Boston Scientific,328,Medical Products and Equipment,,2018,Health Care,"$9,048"
O'Reilly Automotive,329,Specialty Retailers: Other,,2018,Retailing,"$8,978"
Charles Schwab,330,Securities,,2018,Financials,"$8,960"
Global Partners,331,Wholesalers: Diversified,,2018,Wholesalers,"$8,921"
PVH,332,Apparel,,2018,Apparel,"$8,915"
Avis Budget Group,333,"Automotive Retailing, Services",,2018,Retailing,"$8,848"
